4999	48556
45680	12100
2338	59419
4662	21258
343	1130
48011	25490
28121	39854
2272	46664
6988	6232
39500	51516
55747	45065
3664	38460
2443	52453
28977	55046
5684	15012
24004	6590
32818	28976
3670	51831
58416	5608
6574	52763
18722	50973
56683	3164
7165	19382
47848	24647
677	10934
22813	53528
9917	4733
35872	5368
19014	41288
53631	2337
6309	6173
50429	12806
56158	37484
4097	42238
55247	24033
4841	50149
1087	21953
2478	6677
2544	53560
27164	18176
25090	3291
1004	54087
38824	47661
722	54368
56273	17816
16351	23209
48243	21430
12101	45936
36899	1859
34869	54392
42716	5737
1975	19410
8463	8463
25590	25698
1042	28976
43187	50149
55375	45936
3027	14124
41558	6496
45916	2784
37361	30201
51606	25502
6496	19213
51606	35754
7756	7120
38444	45784
1218	2133
4466	50285
4470	35926
6289	50794
6496	1100
46107	40752
26036	27614
15158	9348
52763	48462
51940	7653
33891	47437
677	21430
39713	3401
2382	30592
6902	33771
23366	7653
58393	44672
1706	10807
39632	23898
5873	7653
52029	6502
5401	2433
14934	18040
19171	18305
25638	17354
47898	20229
6574	7578
18368	6665
4950	9390
3570	41510
27597	47283
1128	2505
6541	5668
23599	3976
1975	1130
1374	24905
5866	50983
35496	42548
40899	7520
56253	51649
15600	2792
19962	9401
17599	5088
2752	11756
8117	43187
36995	31566
2382	780
14569	29105
45539	38092
14110	54020
37331	48644
51045	51000
15827	6347
44393	10885
1087	5481
13594	37521
6452	11167
17439	40639
4120	47437
4841	16061
722	8921
4993	19948
5813	2814
7165	22947
43346	53488
14883	9489
53806	21748
2214	15728
41671	45941
53104	15408
7165	6703
6265	6213
1505	2921
3542	35014
3670	544
5849	40752
50595	13567
40453	28153
6127	5370
14562	37851
1966	12543
20722	51774
27165	36147
31225	45906
2075	51403
6574	54771
1402	20675
14099	20526
3097	41263
50590	782
52360	58324
2939	17402
48599	50799
44101	49645
1683	7291
25328	53528
6574	48952
28976	30595
49210	49209
375	49878
11238	54087
5189	9291
4430	41263
14950	53351
5313	41453
3097	3342
7116	29105
13571	53457
6648	4304
49118	25947
7703	1566
2214	6552
5768	50215
2256	35381
18329	5511
1838	2694
1975	9736
5292	52151
4097	23244
6040	22895
1576	6898
3027	38048
53501	57738
23503	24056
28717	51650
17201	5025
11665	5060
19978	58036
3711	32068
1266	32407
4634	39950
21291	28565
5974	5081
772	2829
6119	45298
3950	53036
33268	13025
4993	6133
21102	52884
3027	1144
22169	41801
5292	41388
804	761
45580	45924
11643	42216
48118	45941
45725	10078
24558	29327
55871	36865
1422	4311
18978	45939
3950	19213
23298	41011
31566	30300
50388	41263
7235	45936
48424	42284
2075	52998
28296	46611
4205	41801
5813	47828
4078	53501
4868	9204
6300	57748
42942	57869
7194	39377
52383	772
5370	54087
25956	51627
40589	17615
1720	1791
3509	50152
1868	2814
6574	7220
32725	4993
46907	52393
59419	19364
3033	50388
51981	54343
722	9401
28976	58427
51807	6701
43764	13796
22020	42289
3787	26185
34771	13844
1218	37215
41860	24765
53219	26388
35168	22800
45626	28443
6329	19948
801	6517
6574	7418
1402	782
4993	11201
24094	7264
52715	21842
4113	51373
4772	53301
6452	49949
1397	1668
55493	6873
44672	43303
1132	53301
12782	30824
6585	2700
7185	53044
34431	11817
6496	21100
24282	46661
22687	18076
2580	45936
13330	3027
546	23338
4114	23644
59031	6844
5519	42449
13506	11752
18042	15613
4097	23415
4755	54032
49419	27331
1848	53085
49424	45870
53291	33529
38893	25888
15790	24328
20309	17595
4470	52687
4841	5951
33300	23338
2088	36899
43380	8375
8788	15249
43881	5686
35033	3405
43187	5951
6496	42996
4097	3987
2762	45939
7502	6572
45931	46664
3027	50215
25352	19083
55770	17402
5805	46005
51886	52469
58618	9401
4932	25898
45928	3649
53183	53626
13647	6267
6127	4485
6521	34402
27471	45786
58291	3421
11376	18618
2272	772
561	1566
39880	15249
51887	20955
4017	772
7502	17800
25908	3606
34180	4893
3570	5997
42701	23661
45076	39967
4114	14349
1975	772
23956	51148
1829	46377
3750	41254
6330	52380
3027	45573
24672	18044
55509	22694
1868	1910
25698	11576
48744	25998
3670	53201
3881	4145
48544	5081
37489	54027
331	6793
11240	55694
30119	48369
38434	52390
58760	29105
6866	46640
43396	6391
5187	58189
52360	53041
4993	2075
5483	13766
37933	45102
35229	56409
55351	6590
58034	606
36319	6590
4097	9775
1183	5997
5497	41899
2706	44648
6347	22772
654	5368
51828	54771
11168	38972
3401	32526
4993	6119
34139	6590
1941	22868
6330	20899
42156	52706
3027	46879
1419	2544
2299	41343
3511	45941
2710	41829
1402	1942
5695	45130
6574	9928
1620	5752
44393	39058
514	41415
15391	9401
29482	50712
35083	50149
4162	43891
1828	45941
10884	54971
6574	3440
47493	12762
8553	13567
32066	40752
8404	45083
21835	6517
2945	41263
23242	7437
4841	5088
4993	3776
2072	50151
6289	6450
18828	50149
20599	11580
27311	28164
17600	45936
1215	8265
1317	51193
34519	53719
21030	16061
28944	8503
3750	2074
18532	15812
55678	33268
48946	54131
57806	8591
10264	45083
4634	19364
6868	19048
2072	39882
49592	31703
32664	46611
14359	10620
2072	46828
45785	24260
1402	41430
6809	41676
6799	5440
54529	26070
21636	51590
45763	4828
26867	10383
1402	25908
2072	6091
1529	35771
581	14937
1317	43310
15426	18305
11178	9204
561	48296
46561	37145
722	43314
25183	49191
570	14359
2382	42108
4908	31371
5187	23331
16902	28049
16021	53719
16052	3804
549	47661
1801	6770
18555	53501
11178	4537
6154	45941
3081	53769
8477	6603
6496	23644
2399	21536
47872	57962
35526	45936
13012	23100
2382	54392
20620	18970
50526	13076
43304	14794
54352	16180
722	39667
22028	45925
6331	54023
6329	29326
630	23338
24039	46661
4994	331
3027	27290
57532	21569
4097	3626
5269	5668
11376	53289
26796	54811
1419	23301
42287	6671
7514	59147
854	45936
11522	15249
44774	19894
4182	9291
6574	14376
13617	19165
9752	8052
3760	45130
34993	54087
3670	5681
15656	19364
17240	45885
55505	5292
35957	45884
1848	23380
6809	49664
21334	40752
4253	21004
14232	29867
20653	39518
11576	56873
35771	52763
6799	49550
39009	54087
58426	28149
37551	52998
30256	31371
18871	17402
3931	45885
27699	55200
44396	15607
43632	32362
15394	49912
44594	50971
24110	24161
6255	8064
1364	54087
50151	50798
22873	27467
26969	4998
20849	53626
7164	39351
47337	12834
42239	8591
7650	10383
1275	4552
3607	23244
40171	19364
9332	39176
14326	46462
45468	21258
57770	45187
36655	22403
45947	20505
1308	5220
4634	11371
41787	16684
13357	12574
23299	5681
4841	6502
25261	2892
34549	34548
14799	45470
5869	49002
26594	35194
1130	45646
51650	5370
14897	52395
29012	15201
54641	49973
15865	6663
5798	23411
6496	20305
39164	11166
2545	6613
7956	54087
2181	789
4772	6262
44932	16902
1200	54711
1402	50149
34702	53501
20238	54799
34431	52290
5292	3023
6902	45065
23138	2238
34756	18465
53884	51527
9797	10191
3670	4634
38004	27331
50544	50149
23242	8379
1013	6265
2548	591
6347	51627
29507	30484
7194	27713
11846	6278
1237	24531
5777	54159
5681	19364
44046	13766
50064	13783
56233	23298
50789	18305
38559	15020
26299	3233
1425	23338
25605	5788
47493	12753
7286	21258
41022	36227
41646	11926
4993	29326
1286	42108
23829	35289
5187	59444
45539	18979
10791	20238
43187	14375
45264	41600
6155	546
33271	18943
39336	3649
8361	49367
1411	8157
56630	53040
4841	32406
52755	15364
51551	17925
53473	40752
7286	23719
16911	30816
7820	24531
43435	1566
45683	41263
14746	31202
14883	27508
7170	5650
8404	35296
34990	13766
53486	20908
47445	38347
1829	2072
2256	2809
2578	1535
2776	35290
1397	49005
4803	45646
5869	2544
40511	2430
45942	55889
1218	53445
4174	4998
8588	5841
55433	45575
4634	52957
34455	37666
10886	3987
1341	13312
35285	23066
6339	10149
27060	54169
6868	13079
5196	5997
37742	37446
6278	5814
43505	5686
51362	29867
20087	23338
47913	36219
45675	8375
2706	12841
5035	28251
5497	1128
18720	23661
50296	26921
47464	41263
52044	3471
4527	49939
5569	3269
3670	20850
3415	58321
2440	50250
12033	27331
13901	38500
5401	21236
7654	53131
56952	30076
7022	1130
5450	3976
4993	50215
7259	43252
6749	58237
722	30118
6452	11929
20421	22176
22630	23301
20087	5638
1871	22800
6809	4626
11025	23301
1838	6309
3170	50149
5313	6391
6127	57302
5035	1128
5497	28251
19370	15182
6330	51274
34756	9429
35730	1263
50198	2544
58458	6812
885	2707
6330	21353
49254	53040
3097	23555
15495	23338
18040	41343
12033	2839
56952	50447
27620	24161
2022	39701
6572	47212
3670	24207
20162	36049
33641	3540
5869	23301
6496	23415
42111	6496
27861	35198
1144	7116
3193	2984
4993	1144
50339	50339
722	38854
32705	32705
5727	42289
5777	782
6330	39027
7165	57303
24463	53058
13727	11849
5210	21430
16021	1415
3804	46852
16537	35033
804	46611
4407	54972
6496	3987
40002	15249
53636	25749
35024	7819
5727	6844
7022	9736
8404	51156
1144	54251
2559	4566
722	34323
5379	5873
1429	56707
9795	50215
6339	14675
3750	51488
5668	43187
11376	14048
22137	22110
21835	35127
6330	49244
6170	41263
12364	49645
6342	20849
14945	40496
41902	6057
20781	5343
51650	40805
8967	38265
1402	2070
26611	22784
28346	25678
42601	53501
58393	53213
1215	6219
51219	7653
58021	16538
1374	14671
45931	24694
3418	3423
2359	50244
5292	5751
19569	53131
52606	6708
1518	20867
2004	44019
2706	34058
57638	12589
29645	22869
33673	9591
46643	58181
41769	38329
25372	49891
55857	42579
7609	44340
15854	52437
10314	19219
5293	23719
7756	13908
48318	24511
5668	19210
6868	45722
6127	43187
24252	33932
6988	40752
5187	51961
27620	40753
8361	14313
6173	27614
1579	45130
7395	50149
35914	50856
9766	13520
17815	30823
44931	47056
6347	35288
10091	40801
4841	1819
57087	6133
1871	16147
4437	6489
57190	54087
5292	8785
6496	23244
5313	6665
38728	54771
23380	11657
45787	45682
27408	23415
6452	33990
4407	6393
44101	30664
7474	1925
31973	11576
53105	20957
24977	3269
45571	9204
2710	12541
8375	24056
3027	19948
56680	27041
53648	5368
3274	13471
38137	4456
57831	38368
13780	53085
45498	47259
49307	21953
15854	40801
8086	9920
5292	2272
10590	40801
29141	9388
45601	1575
4841	5768
40114	51649
41137	6590
52911	50648
5292	14112
53434	17993
5805	59172
48653	25524
7022	772
16444	5368
21620	32970
31068	17734
54598	18471
44994	18040
28019	2425
52965	34193
4182	41214
29875	44344
331	24322
3750	3756
6839	22184
4097	46465
22769	28251
32405	14671
14588	53512
6289	6613
3888	6376
6452	11166
51636	7471
45417	451
14665	53256
864	53213
46599	16079
11659	50427
5861	19219
13567	13361
12215	23244
7142	1763
2440	47865
3027	35054
4993	40130
9881	44963
7094	50795
29548	46611
47108	23244
53032	13887
6452	37248
40780	42288
54249	52159
5187	59353
7022	21027
53351	26610
51876	53512
2706	54795
20541	9922
7639	25915
9100	38755
5777	50149
8117	25553
5060	3787
13081	2814
3760	5286
3649	27271
54162	53808
7142	54087
6165	13025
51999	23244
41955	49498
17815	54994
56705	41008
21370	20229
42578	1415
6574	57407
6155	12905
6796	5951
5888	8052
41801	10839
2964	27619
20692	32905
21636	13908
46782	21953
1570	3409
4024	48556
34413	56873
45881	21953
49014	6269
11793	15812
54983	29039
1402	54159
1828	28282
41977	5228
4558	5368
18844	19364
47883	36385
3750	17402
2238	18042
2072	42351
22992	6347
5893	2037
27830	5378
830	829
54170	58688
1286	6677
6452	46299
1279	49665
3027	10550
5292	1465
5557	38977
2508	12464
4466	50927
46331	39419
23521	50360
24413	52763
46627	39967
15202	1886
7165	52329
2072	32461
2762	4462
6140	2212
2072	45936
5951	48167
1871	35246
36899	55035
4932	41801
4097	6505
24100	51515
24805	45936
3146	43690
2272	9702
3649	10146
27568	29043
53380	53501
59392	57748
4841	2085
11376	22216
42796	15838
6393	22129
35168	40489
2272	40133
14952	54092
28355	35197
2256	5681
6007	43986
52617	6793
13289	3649
51700	5368
1256	3257
591	58323
4404	4462
51606	22107
25168	34727
51416	57577
2238	4312
4097	15956
11376	58809
6978	35731
16840	6309
27920	27920
36052	8506
1753	47661
43187	2085
46123	49660
23521	49299
2072	35823
31265	40752
429	48544
4772	24559
896	3739
3413	5081
25967	5724
3027	10839
34306	5814
8985	3889
2737	14313
46926	5511
56952	11371
4881	16098
16315	50626
5861	7070
6331	26208
49904	57062
3027	41636
48271	17777
828	22869
57871	30368
2241	15249
4998	47661
53674	24319
3950	53560
57375	28448
5731	15812
27098	53059
32169	11926
3027	2338
5681	48680
6942	54087
23602	18944
6633	8799
5668	50671
49440	9520
22868	6080
1975	53512
4489	6440
5292	2305
5031	55035
44389	49621
44593	54092
58913	22280
14359	21842
44420	26388
3649	45411
58387	3760
44752	54529
51211	35285
52360	31055
41075	18305
2399	54079
2181	50642
4097	43066
13248	33919
6665	6212
55342	1871
1218	48599
2462	12873
7202	2814
22296	35825
29225	14384
4114	23415
16697	53501
6516	50502
47862	6062
29114	44531
16863	1130
23602	39679
45796	43774
3418	51649
3959	737
4113	3405
11195	49660
1032	7167
48424	3772
4034	5997
37557	52822
6173	2471
54403	20957
51774	48019
591	13361
13399	29105
4191	51195
5200	2539
54767	42713
2022	1886
5358	45130
48946	58517
6749	54087
5497	40002
6809	9613
1402	4993
3027	2075
20974	5343
45635	9401
1998	6135
22023	46048
4162	2534
3881	37146
48833	14384
3552	21209
22089	49776
47154	52957
46246	5081
4018	1068
50821	50819
1256	57784
20582	48029
37221	28976
25408	54012
4266	4429
4841	26879
33134	9429
4841	2430
863	53938
7194	4120
18644	50149
4841	6055
48599	58349
17576	22280
42601	3027
1215	863
2422	52848
2706	21884
19312	34886
29443	29443
53115	8379
27177	51488
591	1974
2009	42288
38852	559
27291	14093
45684	45298
5187	46649
56376	50710
7165	34721
4097	514
53115	43192
59577	16238
48297	22087
24121	46664
1975	29311
4097	44295
45763	20908
5060	49795
4881	44880
1848	6064
9903	45836
31044	23675
41246	14313
6496	49821
12494	54565
8043	19213
4709	5519
8117	46229
41075	35593
45004	2462
2472	44729
2181	38329
5376	58181
2250	51373
45926	23719
18906	53085
22139	40875
44101	50819
4219	782
40434	14313
822	4246
44393	27041
31055	22942
31952	13375
41955	36865
2462	5776
54353	33791
42857	4962
4993	58979
16840	43262
43314	3660
4266	44499
549	25055
11576	41263
4893	3405
4370	15812
41558	5818
4202	35288
7299	50859
23801	6228
16368	32340
37701	52862
6496	50030
5861	26688
10968	2588
6163	42203
43244	43243
55274	41342
28088	15376
1279	3942
50526	25259
4993	5095
12036	33280
14426	11580
54333	34623
39725	43556
4656	15876
39068	50244
4993	40619
6517	13621
15592	2399
58851	19639
28448	14920
4080	3686
3649	18554
6496	24003
45102	32879
5660	47437
6496	3750
6278	6503
4993	20188
2009	32405
2382	41272
6329	45713
1068	1374
15313	22107
2472	26879
6902	10383
50511	1803
7705	7705
5401	51910
31201	47661
4209	4893
2256	52998
6574	2337
47375	47361
57322	35365
6155	2809
43459	5888
47869	52437
36700	36700
1724	18471
14743	45936
4097	5888
5187	48591
23218	5292
6634	5724
22209	3471
722	4649
6796	49745
15017	11665
16840	44943
1998	17402
45163	762
13444	9591
34344	36083
50884	52824
6496	27508
4999	53085
23415	41254
49668	5286
22028	39950
6339	1975
7155	34341
2382	27713
4097	38045
1316	51008
43247	53044
51374	13287
11376	30210
2753	23333
2072	45130
50432	5629
11573	46828
5187	10306
591	8375
4993	3423
15854	34753
5210	760
2124	2846
25578	8375
24757	42284
1975	11854
7264	2628
50430	19514
630	1754
34522	32630
4317	51373
25905	11577
15827	43774
59392	22572
48249	58237
1266	7198
9916	12574
2234	2613
30762	30616
2399	26839
37550	52302
2272	14049
33007	42201
43187	2070
26928	26367
7170	13977
4841	2070
5960	3760
51208	41263
41671	9429
13582	29934
48987	21724
49624	44711
27947	52437
39902	55031
32405	2581
53036	13520
5872	3401
10894	49745
24137	2925
18328	57435
4097	3932
6496	6045
6632	1974
56640	39395
331	51431
4450	40170
25557	12066
2762	9901
11643	16008
52886	53036
2382	53657
55248	36899
5191	19514
581	54087
2817	6151
6347	54195
29037	11663
1087	498
11376	25179
2306	6720
4097	5389
15491	24940
33872	5831
50451	13287
2152	4998
4400	21258
25444	606
58021	58020
27617	41896
14023	53512
37711	32854
50496	27614
5869	55035
10070	5292
48376	46664
23203	45384
38972	24905
6496	5771
58167	6768
3027	50690
58844	20729
48215	3932
5684	6802
16392	3302
4993	36930
1975	47662
5838	2725
4993	4178
6623	50215
7202	11546
695	3080
4634	26712
43194	45936
52818	53540
1838	43262
50462	6391
47702	4462
43434	54258
10681	51887
4182	32986
4634	53808
29888	16274
41095	23301
11643	43434
4993	14124
7164	3417
44391	10885
4180	13482
37067	6347
3607	5389
15600	5368
3570	53252
331	2814
4746	45936
26223	34753
55031	3997
3422	48630
4097	7145
35491	7828
44671	41482
46386	53560
2072	3570
7022	5788
17089	51255
46920	18939
11675	43187
58116	50149
14343	40752
4662	21953
5187	3606
57467	7653
4097	20526
4993	45830
8882	3935
3670	9646
26347	50762
54302	54302
46144	21027
2382	49660
722	39944
11178	47661
54747	22036
6610	4936
331	28287
4634	10410
20366	42783
2578	50567
44380	41342
2964	47267
6809	46910
57355	6347
2272	53488
43504	41342
55722	45936
7658	41263
48876	2581
10539	34886
4251	5025
722	55272
43434	27602
23209	23258
1838	44943
33107	50178
48546	50516
57372	7653
29107	19364
58789	53501
34485	10383
3027	6968
18814	53085
4097	48144
7165	50193
57463	23254
4097	5939
47848	52143
7165	13739
1402	44396
23494	34281
2440	35946
2088	15812
4097	19213
36881	23555
30487	1974
19411	49660
3027	27704
45651	50149
722	23601
2706	15344
896	54462
4476	23298
25238	43986
3027	9957
4317	22110
7126	24833
6957	42216
27071	41288
54025	25349
47531	29298
34583	51257
1975	48360
23263	55889
29107	23279
33802	24265
58748	3153
355	4087
26796	33183
2382	10886
1505	5368
15336	54816
4602	23011
10594	7602
46436	21430
2747	51255
4097	48783
36184	43582
3670	546
4364	54087
4097	50667
52713	8064
6902	5625
591	9390
3996	1132
57618	28444
2128	50643
6866	47662
2964	2984
23829	51627
5608	23280
11376	30670
4993	3054
5668	43233
4993	23069
6521	45587
11376	37471
22808	43313
6574	56223
36865	53044
5869	6496
11464	14313
19463	47487
6868	25113
874	43845
2747	5368
4097	4928
4209	3407
4634	52049
1871	10149
3670	14297
56740	38682
27861	345
6574	3654
1279	34076
1576	44491
20266	42289
2089	7653
8404	51754
4097	49470
6809	40773
52494	45936
2215	5724
6165	19410
6119	54461
4097	53036
57016	41254
53486	19468
3606	39854
41774	5997
1308	12543
2009	22110
4097	2605
5660	14313
3423	16388
15044	45938
4080	7114
24450	10383
47872	21842
1397	51373
39974	8867
40131	18305
45134	58181
48385	3872
375	24056
29107	11371
45828	5368
45963	24572
55274	11202
3950	23244
45575	8405
4470	21477
5777	5088
1402	26879
4404	4076
44281	17056
4993	51649
36112	46852
7793	7792
20747	52755
51329	7653
4770	2075
34098	40431
1518	51343
4841	4993
35994	10539
46312	25947
1279	5620
44045	17998
25531	52045
52797	57396
822	45941
51627	58016
6496	20692
43732	54598
6278	10752
22972	42329
46141	8410
47872	4540
45042	58036
677	6118
12644	44947
11376	50474
27601	9683
16335	40801
4047	4044
24752	45383
29787	14879
7301	11168
5770	2949
7708	15376
44131	42629
1975	9591
5878	42399
35626	1509
706	45942
17682	16902
7142	57920
6127	2744
3981	52394
331	40431
43708	6131
2212	44963
7022	19410
3422	13303
59108	45940
3881	56186
4906	57717
51384	20468
31114	21953
3415	6574
1890	6496
591	29531
2578	1509
24513	5814
55200	51918
48942	10149
54740	1415
7927	26653
706	33347
37185	36695
12042	53512
2072	7318
25373	39882
46055	39518
4097	49447
35439	48313
1576	21726
15599	52084
2009	21206
2615	2075
6289	11897
6799	18464
42002	27614
4937	3772
5805	5060
52803	58181
1316	53565
47662	54538
1397	4644
35546	23334
22574	11817
27912	48029
6452	19242
7058	38329
3468	39761
1975	10101
3027	3818
52486	7443
4407	3607
53115	21206
6001	7000
56952	25235
7763	37932
34484	36700
56640	52763
4993	50127
13846	22227
2234	8067
4370	27508
20505	53044
31254	19364
722	10287
2422	58517
3837	44674
15164	16605
5060	39345
24691	46352
2250	5789
4162	51833
22232	5368
3027	57322
2246	8027
4266	55300
11643	59015
51506	53488
804	53501
59509	32803
4097	45727
27750	29645
2341	19364
6902	13952
57322	49929
13409	9794
56952	1754
1402	53572
39136	9683
12449	49645
40801	38289
11178	6309
52770	429
21766	35624
43443	36188
6809	38620
2256	50927
47063	345
2072	6613
6432	38329
13566	772
44394	49687
6574	15520
4881	45936
6799	10885
36064	39474
722	43018
7165	29249
6078	3042
630	958
10525	52706
24633	53512
3888	5025
6564	11167
6496	6671
31044	15453
52360	15249
44630	38266
27064	35985
16673	23338
3415	4993
47641	12751
4662	7304
37876	36652
51627	38446
40754	11659
1259	27331
51636	26486
3837	54302
4097	35606
581	50149
1518	45991
4251	41272
2737	19213
7684	10383
49129	1179
3552	29573
6496	15812
20566	9637
46483	53501
6339	57835
28371	53808
1021	5724
5379	5373
17730	5373
28977	59105
52107	29105
4841	49235
36241	3554
55871	45936
9524	27471
48442	29105
48367	41263
47869	21236
58895	10934
43187	6574
20957	39189
6665	51592
18044	44672
14059	49447
722	52003
15148	23069
34097	14313
2964	49339
40764	16880
2072	20505
23654	23415
30595	21808
12448	51017
35553	12539
4097	36987
7298	8498
23066	50724
4437	52211
4674	50397
45839	27614
43081	50856
53103	45936
25573	31566
5901	45851
16545	28244
15599	1220
16353	22108
16517	45661
7165	58895
48318	39345
6127	22184
2256	25625
4634	43304
1665	23719
4841	800
27471	48356
43187	800
35024	10885
36319	3932
7165	5220
18983	23301
6873	40752
5034	6240
6335	49660
32405	13303
3054	5681
3027	3976
6632	6278
41534	50641
2776	50800
57532	39680
6496	45611
13330	6085
41715	9765
2707	44387
20672	57651
